"Path","Parameter","Value","Unit"
"Raltegravir","C_max",110.4938914201,"µg/l"
"Raltegravir","C_max_norm",0.8066054,"kg/l"
"Raltegravir","t_max",0.75,"h"
"Raltegravir","C_tEnd",1.9563138863555,"µg/l"
"Raltegravir","AUC",241.605217899183,"µg*h/l"
"Raltegravir","AUC_norm",1.76371833333333,"kg*h/l"
"Raltegravir","AUC_inf",255.137323887267,"µg*h/l"
"Raltegravir","AUC_inf_norm",1.86250333333333,"kg*h/l"
"Raltegravir","MRT",3.329359,"h"
"Raltegravir","Thalf",4.794601,"h"
"Raltegravir","CL",8.948533,"ml/min/kg"
"Raltegravir","Vss",1787.573,"ml/kg"
"Raltegravir","Vd",3713.899,"ml/kg"
