"Time","Concentration","Legend","ResidualsLegend","Path"
0,0,"Simulated Raltegravir (Raltegravir 50 mg (lactose formulation))","Raltegravir (Raltegravir 50 mg (lactose formulation))","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
0.05,1.3649642316509,"Simulated Raltegravir (Raltegravir 50 mg (lactose formulation))","Raltegravir (Raltegravir 50 mg (lactose formulation))","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
0.1,17.0129177725937,"Simulated Raltegravir (Raltegravir 50 mg (lactose formulation))","Raltegravir (Raltegravir 50 mg (lactose formulation))","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
0.15,52.7251053091071,"Simulated Raltegravir (Raltegravir 50 mg (lactose formulation))","Raltegravir (Raltegravir 50 mg (lactose formulation))","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
0.2,105.547585195665,"Simulated Raltegravir (Raltegravir 50 mg (lactose formulation))","Raltegravir (Raltegravir 50 mg (lactose formulation))","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
0.25,170.075189270914,"Simulated Raltegravir (Raltegravir 50 mg (lactose formulation))","Raltegravir (Raltegravir 50 mg (lactose formulation))","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
0.3,239.811624651653,"Simulated Raltegravir (Raltegravir 50 mg (lactose formulation))","Raltegravir (Raltegravir 50 mg (lactose formulation))","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
0.35,308.75796440627,"Simulated Raltegravir (Raltegravir 50 mg (lactose formulation))","Raltegravir (Raltegravir 50 mg (lactose formulation))","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
0.4,372.290955780083,"Simulated Raltegravir (Raltegravir 50 mg (lactose formulation))","Raltegravir (Raltegravir 50 mg (lactose formulation))","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
0.45,427.387563163078,"Simulated Raltegravir (Raltegravir 50 mg (lactose formulation))","Raltegravir (Raltegravir 50 mg (lactose formulation))","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
0.5,472.478085056186,"Simulated Raltegravir (Raltegravir 50 mg (lactose formulation))","Raltegravir (Raltegravir 50 mg (lactose formulation))","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
0.55,507.156785223603,"Simulated Raltegravir (Raltegravir 50 mg (lactose formulation))","Raltegravir (Raltegravir 50 mg (lactose formulation))","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
0.6,531.846750376713,"Simulated Raltegravir (Raltegravir 50 mg (lactose formulation))","Raltegravir (Raltegravir 50 mg (lactose formulation))","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
0.65,547.493329786479,"Simulated Raltegravir (Raltegravir 50 mg (lactose formulation))","Raltegravir (Raltegravir 50 mg (lactose formulation))","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
0.7,555.31195737884,"Simulated Raltegravir (Raltegravir 50 mg (lactose formulation))","Raltegravir (Raltegravir 50 mg (lactose formulation))","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
0.75,556.59806469233,"Simulated Raltegravir (Raltegravir 50 mg (lactose formulation))","Raltegravir (Raltegravir 50 mg (lactose formulation))","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
0.8,552.611216786194,"Simulated Raltegravir (Raltegravir 50 mg (lactose formulation))","Raltegravir (Raltegravir 50 mg (lactose formulation))","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
0.85,544.501048225546,"Simulated Raltegravir (Raltegravir 50 mg (lactose formulation))","Raltegravir (Raltegravir 50 mg (lactose formulation))","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
0.9,533.270231073952,"Simulated Raltegravir (Raltegravir 50 mg (lactose formulation))","Raltegravir (Raltegravir 50 mg (lactose formulation))","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
0.95,519.768435338569,"Simulated Raltegravir (Raltegravir 50 mg (lactose formulation))","Raltegravir (Raltegravir 50 mg (lactose formulation))","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
1,504.6924879058,"Simulated Raltegravir (Raltegravir 50 mg (lactose formulation))","Raltegravir (Raltegravir 50 mg (lactose formulation))","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
1.05,488.604597162974,"Simulated Raltegravir (Raltegravir 50 mg (lactose formulation))","Raltegravir (Raltegravir 50 mg (lactose formulation))","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
1.1,471.949676984644,"Simulated Raltegravir (Raltegravir 50 mg (lactose formulation))","Raltegravir (Raltegravir 50 mg (lactose formulation))","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
1.15,455.072087954831,"Simulated Raltegravir (Raltegravir 50 mg (lactose formulation))","Raltegravir (Raltegravir 50 mg (lactose formulation))","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
1.2,438.23465666697,"Simulated Raltegravir (Raltegravir 50 mg (lactose formulation))","Raltegravir (Raltegravir 50 mg (lactose formulation))","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
1.25,421.633112379163,"Simulated Raltegravir (Raltegravir 50 mg (lactose formulation))","Raltegravir (Raltegravir 50 mg (lactose formulation))","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
1.3,405.41017930885,"Simulated Raltegravir (Raltegravir 50 mg (lactose formulation))","Raltegravir (Raltegravir 50 mg (lactose formulation))","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
1.35,389.666172343081,"Simulated Raltegravir (Raltegravir 50 mg (lactose formulation))","Raltegravir (Raltegravir 50 mg (lactose formulation))","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
1.4,374.468427220672,"Simulated Raltegravir (Raltegravir 50 mg (lactose formulation))","Raltegravir (Raltegravir 50 mg (lactose formulation))","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
1.45,359.858902954322,"Simulated Raltegravir (Raltegravir 50 mg (lactose formulation))","Raltegravir (Raltegravir 50 mg (lactose formulation))","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
1.5,345.859824046338,"Simulated Raltegravir (Raltegravir 50 mg (lactose formulation))","Raltegravir (Raltegravir 50 mg (lactose formulation))","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
1.55,332.478845897394,"Simulated Raltegravir (Raltegravir 50 mg (lactose formulation))","Raltegravir (Raltegravir 50 mg (lactose formulation))","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
1.6,319.712736815858,"Simulated Raltegravir (Raltegravir 50 mg (lactose formulation))","Raltegravir (Raltegravir 50 mg (lactose formulation))","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
1.65,307.550265348834,"Simulated Raltegravir (Raltegravir 50 mg (lactose formulation))","Raltegravir (Raltegravir 50 mg (lactose formulation))","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
1.7,295.974504849154,"Simulated Raltegravir (Raltegravir 50 mg (lactose formulation))","Raltegravir (Raltegravir 50 mg (lactose formulation))","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
1.75,284.964475810468,"Simulated Raltegravir (Raltegravir 50 mg (lactose formulation))","Raltegravir (Raltegravir 50 mg (lactose formulation))","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
1.8,274.496761713064,"Simulated Raltegravir (Raltegravir 50 mg (lactose formulation))","Raltegravir (Raltegravir 50 mg (lactose formulation))","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
1.85,264.546436148512,"Simulated Raltegravir (Raltegravir 50 mg (lactose formulation))","Raltegravir (Raltegravir 50 mg (lactose formulation))","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
1.9,255.088148879975,"Simulated Raltegravir (Raltegravir 50 mg (lactose formulation))","Raltegravir (Raltegravir 50 mg (lactose formulation))","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
1.95,246.096205310029,"Simulated Raltegravir (Raltegravir 50 mg (lactose formulation))","Raltegravir (Raltegravir 50 mg (lactose formulation))","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
2,237.545255201834,"Simulated Raltegravir (Raltegravir 50 mg (lactose formulation))","Raltegravir (Raltegravir 50 mg (lactose formulation))","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
2.25,200.578716026649,"Simulated Raltegravir (Raltegravir 50 mg (lactose formulation))","Raltegravir (Raltegravir 50 mg (lactose formulation))","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
2.5,171.382752897716,"Simulated Raltegravir (Raltegravir 50 mg (lactose formulation))","Raltegravir (Raltegravir 50 mg (lactose formulation))","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
2.75,147.943214003736,"Simulated Raltegravir (Raltegravir 50 mg (lactose formulation))","Raltegravir (Raltegravir 50 mg (lactose formulation))","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
3,128.821480026412,"Simulated Raltegravir (Raltegravir 50 mg (lactose formulation))","Raltegravir (Raltegravir 50 mg (lactose formulation))","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
3.25,113.000270066634,"Simulated Raltegravir (Raltegravir 50 mg (lactose formulation))","Raltegravir (Raltegravir 50 mg (lactose formulation))","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
3.5,99.7531024938583,"Simulated Raltegravir (Raltegravir 50 mg (lactose formulation))","Raltegravir (Raltegravir 50 mg (lactose formulation))","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
3.75,88.5510129617542,"Simulated Raltegravir (Raltegravir 50 mg (lactose formulation))","Raltegravir (Raltegravir 50 mg (lactose formulation))","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
4,79.0005959923536,"Simulated Raltegravir (Raltegravir 50 mg (lactose formulation))","Raltegravir (Raltegravir 50 mg (lactose formulation))","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
4.25,70.8028472639427,"Simulated Raltegravir (Raltegravir 50 mg (lactose formulation))","Raltegravir (Raltegravir 50 mg (lactose formulation))","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
4.5,63.7251644466534,"Simulated Raltegravir (Raltegravir 50 mg (lactose formulation))","Raltegravir (Raltegravir 50 mg (lactose formulation))","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
4.75,57.583731834127,"Simulated Raltegravir (Raltegravir 50 mg (lactose formulation))","Raltegravir (Raltegravir 50 mg (lactose formulation))","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
5,52.2308253581375,"Simulated Raltegravir (Raltegravir 50 mg (lactose formulation))","Raltegravir (Raltegravir 50 mg (lactose formulation))","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
5.25,47.5462764194995,"Simulated Raltegravir (Raltegravir 50 mg (lactose formulation))","Raltegravir (Raltegravir 50 mg (lactose formulation))","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
5.5,43.4314422666885,"Simulated Raltegravir (Raltegravir 50 mg (lactose formulation))","Raltegravir (Raltegravir 50 mg (lactose formulation))","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
5.75,39.8043650807075,"Simulated Raltegravir (Raltegravir 50 mg (lactose formulation))","Raltegravir (Raltegravir 50 mg (lactose formulation))","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood)"
