"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood) [µmol/l]"
0,0,0
0,3,0.001535118
0,6,0.01911309
0,9,0.05916495
0,12,0.1183143
0,15,0.190481
0,18,0.2684119
0,21,0.3454341
0,24,0.416419
0,27,0.4780061
0,30,0.528448
0,33,0.5672861
0,36,0.5949823
0,39,0.6125789
0,42,0.6214206
0,45,0.6229505
0,48,0.6185735
0,51,0.6095716
0,54,0.5970665
0,57,0.5820071
0,60,0.5651752
0,63,0.5472011
0,66,0.5285836
0,69,0.5097098
0,72,0.490875
0,75,0.4722995
0,78,0.4541436
0,81,0.4365209
0,84,0.4195074
0,87,0.4031507
0,90,0.3874762
0,93,0.3724928
0,96,0.3581971
0,99,0.3445764
0,102,0.331612
0,105,0.3192808
0,108,0.3075566
0,111,0.2964116
0,114,0.2858174
0,117,0.2757454
0,120,0.2661672
0,135,0.2247585
0,150,0.1920531
0,165,0.1657955
0,180,0.1443745
0,195,0.1266506
0,210,0.1118096
0,225,0.0992594
0,240,0.08855941
0,255,0.07937452
0,270,0.07144447
0,285,0.06456294
0,300,0.05856455
0,315,0.05331492
0,330,0.04870345
0,345,0.04463843
0,360,0.04104342
0,375,0.03785415
0,390,0.03501641
0,405,0.0324842
0,420,0.03021839
0,435,0.0281855
0,450,0.02635685
0,465,0.02470774
0,480,0.02321687
0,495,0.02186574
0,510,0.02063834
0,525,0.0195207
0,540,0.01850065
0,555,0.01756755
0,570,0.01671203
0,585,0.01592586
0,600,0.01520181
0,615,0.01453349
0,630,0.01391524
0,645,0.01334204
0,660,0.01280946
0,675,0.01231354
0,690,0.01185078
0,705,0.01141803
0,720,0.01101251
