"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Raltegravir|Plasma (Peripheral Venous Blood) [µmol/l]"
0,0,0
0,3,0.000614707
0,6,0.007648226
0,9,0.02365704
0,12,0.04727437
0,15,0.07606473
0,18,0.1071372
0,21,0.1378411
0,24,0.1661394
0,27,0.1906987
0,30,0.2108242
0,33,0.2263307
0,36,0.2373992
0,39,0.2444421
0,42,0.2479933
0,45,0.248627
0,48,0.2469014
0,51,0.243327
0,54,0.2383511
0,57,0.2323526
0,60,0.2256437
0,63,0.2184768
0,66,0.211051
0,69,0.2035211
0,72,0.1960056
0,75,0.1885925
0,78,0.1813461
0,81,0.1743119
0,84,0.1675204
0,87,0.1609905
0,90,0.1547327
0,93,0.1487505
0,96,0.1430426
0,99,0.1376041
0,102,0.1324274
0,105,0.1275036
0,108,0.1228221
0,111,0.1183718
0,114,0.1141415
0,117,0.1101196
0,120,0.1062949
0,135,0.08975977
0,150,0.07669999
0,165,0.06621493
0,180,0.05766126
0,195,0.05058379
0,210,0.04465754
0,225,0.0396461
0,240,0.0353734
0,255,0.03170551
0,270,0.02853861
0,285,0.02579045
0,300,0.02339496
0,315,0.02129845
0,330,0.01945675
0,345,0.01783327
0,360,0.01639748
0,375,0.01512374
0,390,0.01399036
0,405,0.01297898
0,420,0.01207396
0,435,0.01126197
0,450,0.01053155
0,465,0.009872824
0,480,0.009277288
0,495,0.008737572
0,510,0.008247277
0,525,0.007800828
0,540,0.007393359
0,555,0.007020614
0,570,0.006678858
0,585,0.006364807
0,600,0.006075568
0,615,0.005808587
0,630,0.005561605
0,645,0.005332622
0,660,0.005119862
0,675,0.004921748
0,690,0.004736875
0,705,0.004563992
0,720,0.004401985
